title,text,date,label
China says confident in economic relations with U.S. ahead of Trump visit,"BEIJING (Reuters) - China has confidence in its economic relations with the United States going forward and will continue to open up and provide broader market access, Vice Foreign Minister Zheng Zeguang said on Friday. Zheng was speaking at a briefing about next week’s visit to China by President Donald Trump.",2017-11-03,True
Mexico finance minister resigns to seek presidency for ruling party,"MEXICO CITY (Reuters) - Mexico s finance minister resigned on Monday to seek the 2018 presidential nomination of the ruling party, anticipating a major break with tradition as it seeks outside help to clean up its tarnished image and stay in office for another six years. Jose Antonio Meade had been widely expected to run for the centrist Institutional Revolutionary Party (PRI), whose credibility has been seriously undermined by corruption scandals, gang violence and accusations of electoral fraud. Meade is not a PRI member, and his reputation for honesty has persuaded many party grandees that he is the best bet to take on the front-runner in the July 2018 presidential race, the leftist former mayor of Mexico City, Andres Manuel Lopez Obrador. PRI hopefuls can register from Dec. 3, and early indications suggested Meade would not face any major challengers. The PRI will formally elect its candidate on Feb. 18. He was warmly received by party members on a whistle-stop tour of organizations affiliated to the PRI in Mexico City on Monday. All the other early PRI favorites for the presidency expressed their support for him on Twitter. Soft-spoken and measured in tone, Meade, 48 first entered the Cabinet under the previous center-right administration of the National Action Party, or PAN. His ability to draw votes from other parties is viewed as one of his principal assets.  He ll be an attractive candidate for those who don t necessarily support the PRI,  tweeted Daniel Karam, who headed the Mexican Social Security Institute during Meade s initial Cabinet stint under the PAN. Eager to mend its reputation, the PRI changed its statutes in August to make it easier for outsiders to run for the job the party has held for most of the past century. At an event at his official residence, President Enrique Pena Nieto said Harvard-educated former World Bank official Jose Antonio Gonzalez Anaya would leave his job as chief executive of state oil company Pemex to replace Meade in the Finance Ministry. In a brief address at the ministry afterward, Meade said he would run for the presidency  after 20 years of serving my country continuously with integrity and honesty.  Lopez Obrador, twice runner-up for the presidency, has railed relentlessly for years against government graft. He quickly lashed out on Twitter against the PRI as  corrupt  and  predictable  after Meade made his announcement. Meade remains unknown to much of the Mexican public, and in opinion polls he lags far behind the veteran Lopez Obrador, who has sought to characterize all of the main opposition parties as corrupt extensions of the PRI. Serving as energy, then finance minister in 2011, Meade became foreign minister when Pena Nieto took office in December 2012. He later switched to the Social Development Ministry before returning to the Finance Ministry last year. Seen by allies as a discreet and diplomatic official, Meade s grasp of finance and economics is matched by few in Mexico, and his academic career includes degrees in law and economics as well as an economics doctorate from Yale. Crucially, argue his supporters, he has avoided the damaging scandals that have engulfed the PRI under Pena Nieto, who cannot constitutionally seek a second six-year term.       I thank (Meade) for his dedication and commitment and I wish him success in the project he has decided to undertake,  Pena Nieto said at the event at his Los Pinos residence. TV images showed Meade driving toward Los Pinos behind the wheel of a modest compact car, a frequent prop among Mexican politicians seeking to project the common touch. Gonzalez Anaya, who is related by marriage to influential former President Carlos Salinas de Gortari, will be replaced at Pemex by Carlos Trevino, a senior executive at the company.",2017-11-27,True
"BOILER ROOM – No Surrender, No Retreat, Heads Will Roll  – EP #38","Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher, & Spore along with Andy Nowicki from Alt Right Blogspot, ACR/21Wire contributor Randy J and Daniel Spaulding from souloftheeast.org. In this first broadcast of 2016 we re going off the rails and off the cuffs, listeners will be hearing us go around the BOILER ROOM on a myriad of topics including the Protest happening in Oregon over the Hammond Ranch incident and the federal abuse of small ranchers and farmers, the usual off-ramp into pop-culture topics, Obama s newest anti-gun executive order and more. If you want to participate, bring something interesting to throw into the boiler Join us in the ALTERNATE CURRENT RADIO chat room.BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE!   Live ACR player below   Show goes live at 6 PM PSTThis week s topics:",2016-01-06,False
Monument to designer of AK-47 rifle scarred by sculptor's lapse,"MOSCOW (Reuters) - Workers on Friday cut out part of a new monument to Mikhail Kalashnikov, inventor of the Soviet Union s legendary AK-47 assault rifle, after eagle-eyed Russians noticed that it mistakenly depicted a German weapon of World War Two. Just three days ago, the monument to the creator of one of Russia s best known export brands was unveiled with much fanfare in central Moscow. A metal bas-relief behind a statue of Kalashnikov depicts the AK-47 and other weapons all supposedly designed by the engineer, who died in 2013. But on Friday, embarrassed sculptor Salavat Shcherbakov had to admit that among them was the Sturmgewehr 44 (StG 44) assault rifle used by Nazi troops at the end of World War II.  We will rectify this,  Shcherbakov said in comments broadcast by state-run Rossiya 24 channel.  It looks like this (mistake) sneaked in from the Internet.   By Friday evening a square hole gaped where the German rifle had been depicted in the bas-relief. Kalashnikov s weapon, created in 1947, does have a striking resemblance to German arms designer Hugo Schmeissers s StG 44 rifle, created in 1942, although they have major design differences. Kalashnikov was known to have said he had heard speculation that he had copied the German rifle.  Vladislav Kononov, executive director of the Russian Military and Historical Society, was cited by Russian media as saying that the fact that angry Russians had spotted the error in the relief disproved that. Many had earlier vented their disapproval on social media.  Every cloud has its silver lining - thanks to this mistake ... a myth has been destroyed that Kalashnikov borrowed some elements of his invention from his foreign colleagues,   he said. The AK-47, the small-arms mainstay of Russia s armed forces for over 60 years, is called by some experts the most effective weapon ever made. Every fifth firearm in the world is a Kalashnikov, with more than 70 million of the assault rifles produced over the past 60 years, the Kalashnikov Concern manufacturer said on its website. Kalashnikovs are in service in 50 foreign armies, it added.",2017-09-22,True
WOW! “We Mexicans Need To Kill Donald Trump Before He Becomes President…Cross The Border And Go And Kill Trump And His Supporters” [VIDEO],"And now a message of peace and unity from one of our neighbors to the South:  We, Mexicans, have to kill Donald J. Trump before he becomes President. He is a threat to every single one of us. There are many Mexican Americans living in the U.S. right now and I m asking them to kill Donald Trump before he becomes President. The one in Mexico who have the means, I m asking you to cross the border and go and kill Donald Trump, and as many of his supporters as possible. Anywhere he goes just try to bomb the place, shoot up the place, do something. B..b but he looked like such a nice boy. Don t call him  illegal he just wanted a better life he s just a victim This punk isn t the only one threatening the life of Trump. Watch this video that exposes the truth about how the media ignores these threats:",2016-09-08,False
Italy national election likely set for March 4: parliamentary source,"ROME (Reuters) - Italy s parliament will be dissolved between Christmas and the New Year with national elections likely set for March 4, a parliamentary source in contact with the president s office said on Wednesday. The source said the vote could also be held on March 11, with a final decision due to be taken shortly. A national election must be held by May, but most political parties are keen to hold elections as soon as possible. While the centre-right is seen winning most seats at the forthcoming ballot, opinion polls suggest it will not win an absolute majority, making a hung parliament the most likely outcome.",2017-12-13,True
Texas Diner Owner ANNIHILATED Over Horribly Racist MLK Day Lunch Special (VIDEO),"Anyone with half a brain knows that foods like fried chicken and watermelon have historically been used to disparage African Americans. It s another part of our ugly history here, dating back to slavery and Jim Crow. The idea is to depict us as lazy and intellectually inferior to our white counterparts. So, with that in mind, what does the owner of a Texas diner do in celebration of Martin Luther King, Jr. Day? Runs a lunch special of chicken and waffles with a side of watermelon.Sabrina Pyle, who owns Azle Cafe in the Texas town of the same name, insists she wasn t being racist by celebrating a civil rights icon like Martin Luther King, Jr., by promoting racist stereotypes, but it was too late. Someone saw the social media post promoting her bigoted lunch special, and soon, all of Facebook and other platforms were calling her out on her bullshit. Pyle defended herself by saying: I wasn t thinking about the historical (context). I was thinking, we have margaritas and tacos on Cinco de Mayo, so, let s have some fun with Martin Luther King Day. I just did something distasteful. I just didn t think it through. No, you did something racist. Yeah, we all know your response will be a vehement denial of any racism on your part, but you need to realize how harmful this stuff is, and I hope your business suffers for it. I never thought I d say this, but I wish I lived in Texas just so I could boycott that shitty little diner of yours. I am sure there are enough fine people around your area to take that mantle up, though.Watch the local news report below, via WFAA:Featured image via screen capture",2017-01-18,False
Koch network launches effort to kill Republican border tax plan,"INDIAN WELLS, Calif. (Reuters) - Billionaire industrialist Charles Koch is launching a campaign to sink a border tax under consideration by Republican leaders in Congress, a move that could complicate the lawmakers’ efforts to find a way to pay for President Donald Trump’s proposed wall on the U.S. border with Mexico. Americans for Prosperity, a conservative political advocacy group founded by Charles Koch and his brother David, plans to use its network of wealthy political donors and activists to kill the proposal, which aims to raise $1.2 trillion over 10 years on goods coming into the United States, according to officials from the group, which gathered this weekend for a conference. Republican House of Representatives Speaker Paul Ryan is pushing the tax as part of a broader overhaul of the U.S. tax code. The White House has given mixed signals on whether Trump supports the approach, but proponents say revenue collected from the border tax could finance Trump’s drive to build a wall along the southwestern U.S. border. Proponents also say it would discourage U.S. manufacturers from moving abroad. On Thursday, AFP sent a letter expressing its opposition to the border tax to a House panel in charge of writing tax legislation. AFP Chief Executive Officer Luke Hilgemann, in an interview, called the measure “a massive tax increase” on U.S. consumers, who would pay more for foreign goods. He urged Ryan to “go back to the drawing board.” AFP and its offshoot organizations have become a powerful force in U.S. politics, bolstering candidates and issues on federal and state levels. Besides defying Republican leaders on the border tax, the Koch-led organization on Sunday challenged Trump on a policy he implemented on Friday to stop the movement of people from countries with large Muslim populations from traveling to the United States. “The travel ban is the wrong approach and will likely be counterproductive,” said an official of the Koch network. Koch refused to endorse Trump during his presidential campaign, differing with the candidate over his positions on immigration and trade policy, and his practice of singling out companies for possible retribution if they move jobs abroad. Nevertheless, Hilgemann said AFP had a “developing relationship” with the Trump White House, which he said had reached out to his organization to discuss some policy matters. At the same time, former AFP officials have landed high-level jobs in the Trump administration, giving the group a conduit for airing its policy wishes. Looking toward the 2018 congressional and gubernatorial elections, AFP officials said they planned to boost the network’s spending on policy and political activities to between $300 million and $400 million, up from an estimated $250 million for the 2016 campaigns. Hilgemann also said AFP was laying plans to mobilize activists to help win Senate confirmation of Trump’s pick for the Supreme Court nominee. The White House said Trump was planning this week to announce his pick to replace the late Justice Antonin Scalia.",2017-01-30,True
"China says Taiwan not a country, Taiwan says China needs reality check","BEIJING/TAIPEI (Reuters) - China warned self-ruled Taiwan on Wednesday that it would  reap the consequences  of promoting formal independence, a red line for Beijing which claims the island as its own. Taiwan s government hit back, saying it was a reality that the Republic of China, the island s formal name, was a sovereign country and that no matter what China said it could not change this fact. Taiwan is one of China s most sensitive issues. Beijing has never renounced the use of force to bring what it considers a wayward province under its rule.  Defeated Nationalist forces fled to Taiwan in 1949 at the end of the Chinese civil war. Taiwan was a Japanese colony from 1895 until 1945.  Speaking in parliament on Tuesday, newly appointed Taiwan Premier William Lai said he was a  political worker who advocates Taiwan independence , but that it already was an independent country called the Republic of China and so had no need to declare independence. Ma Xiaoguang, spokesman for China s Taiwan Affairs Office, said in reaction that relations across the Taiwan Strait that separates them are not  country to country  relations, and there is no  one China and one Taiwan .  Taiwan is an inseparable part of Chinese territory, has never been a country and can never become a country,  Ma said.  The mainland side resolutely opposes any form of  Taiwan independence  words or action, and will never allow the historical tragedy of national separation to repeat itself. The consequences will be reaped for engaging in Taiwan independence separatism,  he added, without elaborating. Taiwan s Mainland Affairs Council said it did not matter what Beijing said, it was an  objective reality  that the Republic of China was a sovereign state.  Taiwan s future and the development of relations across the Strait will be jointly decided by Taiwan s 23 million people,  it said. Taiwanese officials have said previously that there is no need to declare independence, as the Republic of China is already an independent country, though its territory only covers Taiwan, a few offshore islands close to China and some in the South China Sea.  Relations between Taipei and Beijing have nosedived since Tsai Ing-wen of the pro-independence Democratic Progressive Party won election last year. China suspects her of wanting independence, but she says she wants to maintain peace with China. Beijing has suspended a regular dialogue mechanism with Taipei established under the previous, China-friendly government in Taiwan, and there has been a dramatic reduction in the number of Chinese tourists visiting Taiwan.",2017-09-27,True
"Trump on Twitter (Oct 17) - Tom Marino, Greek Prime Minister, fake news","The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - Rep.Tom Marino has informed me that he is withdrawing his name from consideration as drug czar. Tom is a fine man and a great Congressman! [0839 EDT] - “Dow Passes 23,000 for the First Time, Fueled by Strong Earnings” #Dow23K45.wh.gov/Dow23K [1216 EDT] - Join me LIVE from the Rose Garden at 1:30pmE with Prime Minister Alexis Tsipras of Greece. ➡️45.wh.gov/91vp4k [1325 EDT] - It was my great honor to welcome Prime Minister Alexis Tsipras of Greece to the WH today! 45.wh.gov/91vp4k instagram.com/p/BaXBsMYA_dS/ [1459 EDT] - So much Fake News being put in dying magazines and newspapers. Only place worse may be @NBCNews, @CBSNews, @ABC and @CNN. Fiction writers! [1751 EDT] - Any increase in ObamaCare premiums is the fault of the Democrats for giving us a “product” that never had a chance of working. [1756 EDT] - BORDER WALL prototypes underway! [1903 EDT] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR)",2017-10-17,True
President Obama Humiliates GOP As Iran Releases WaPo Reporter Before Nuclear Deal Goes Into Effect,"Republicans have once again been made to look like the fools they are as Iran releases the Washington Post reporter they attempted to use as a bargaining chip in an effort to sabotage President Obama s nuclear deal.President Obama must have been laughing hysterically this morning after news broke of Iran finally releasing Washington Post reporter Jason Rezaian and several others, including pastor Saeed Abedini and former marine Amir Hekmati, from their imprisonment in exchange for the release of Iranians who were imprisoned by the United States for violating sanctions.The release of these Iranian-Americans comes just before the nuclear deal goes into effect as the United States government prepares to lift economic sanctions that have been crippling Iran over the years.As you ll recall, Republicans shamelessly attempted to tie any deal with Iran to the immediate release of Rezaian and the others, demanding that President Obama make it a condition during the crucial negotiations. Marco Rubio even penned a letter to Secretary of State John Kerry in March 2015 with the same demands. It is unacceptable that as the United States engages with Iran, human rights violations at the hands of Iranian officials go unchecked and Americans languish in Iranian jail cells,  Rubio wrote. We urge you to discuss these imprisoned Americans and demand their unconditional release as you engage in discussion with Iranian officials.The Iranian government  is unjustly punishing Mr. Rezaian, Pastor Abedini, and Mr. Hekmati  Once again, Iran s government is showing they will spare no means to stifle dissent and use innocent Americans as political pawns. The letter was signed by 19 Republican senators, including Tom Cotton, who would go on to pen a letter of his own to Iran, warning them that Republicans would refuse to honor the deal if they gained control of the White House in 2016. 47 Republican senators would sign that treasonous letter and the incident has been seen as a major international embarrassment ever since.But the Obama administration refused to bow to such demands, insisting that making unrelated demands would endanger the opportunity to keep Iran from getting a nuclear weapon and could hinder efforts to secure their release.And in the end, President Obama has once again been proven right. Not only did he successfully negotiate an end to Iran s nuclear program, which the Iranians turned over earlier this month, he has now secured the release of Rezaian, Abedini, and Hekmati all through the use of diplomacy without putting either effort at risk by tying them together. And he did it despite constant Republican efforts to sabotage him.According to The Guardian:Trita Parsi, the president of the National Iranian American Council, said the release of the prisoners was  a triumph of diplomacy that should be universally commended.  Now, the freed Americans can be reunited with their families and friends after an extraordinarily trying time for everyone involved. We hope that they find solace in their freedom from the turmoil that they endured. Parsi said their release was long overdue but that it was unlikely to have happened if US-Iran diplomatic relations hadn t improved as a result of the nuclear agreement. The US and Iran should deepen their engagement on the serious issues that continue to separate the two countries so that further pragmatic solutions can be reached. This is a humiliating defeat for Republicans and proves without a shadow of a doubt that the GOP is unfit to handle American foreign policy.Featured Image: Pete Souza",2016-01-16,False
Factbox: Eyes on U.S. terrorism watchlists after Orlando shootings,"(Reuters) - As facts emerge about Omar Mateen, the gunman who killed 49 people at a gay nightclub in Orlando, Florida, on Sunday, questions have arisen about how well-known he was to U.S. intelligence agencies. Federal Bureau of Investigation Director James Comey said on Monday that Mateen was on a watchlist between May 2013 and March 2014 while he was under investigation after claiming a connection to or support for multiple Islamist extremist groups, including al Qaeda, Hezbollah, al-Nusra and Islamic State. The FBI maintains three watchlists and the Office of the Director of National Intelligence runs one database. People are placed on a watchlist according to the threat level they are believed to pose. Comey did not specify which watchlist named Mateen.  Democratic presidential candidate Hilary Clinton has supported stricter gun laws and said on Monday she would push for laws that would prevent people on a no-fly list from buying guns. Republican presidential candidate Donald Trump, who has embraced gun rights, said he would meet with the leading U.S. gun rights group about preventing people on a government watchlist from buying guns. The U.S. government maintains the following databases: Terrorist Watchlist or Terrorist Screening Database (about 420,000 names): Established after the Sept. 11, 2001, attacks, the Terrorist Watchlist is intended “to positively identify known or suspected terrorists trying to obtain visas, enter the U.S, board aircraft, or engage in other activity.” Prior to 2001, intelligence agencies maintained dozens of individual lists. The Terrorist Watchlist is run by the FBI’s Terrorist Screening Center with the goal of consolidating the U.S. government’s watchlists into a single database.   No-Fly List (about 16,000 names): A subset of the Terrorist Screening Database, the No-Fly List prohibits people known or suspected of terrorism from boarding a plane that departs from or arrives in the United States.   Selectee List (about 16,000 names): A subset of the Terrorist Watchlist, the Selectee List includes individuals who are permitted to fly, but receive more intensive screening. In addition to the thousands of records updated daily from federal, state and local law enforcement, the Selectee List provides an additional level of screening for individuals thought to present a greater threat.  Terrorist Identities Datamart Environment, or TIDE, database (about 1.1 million names): Run by the National Counterterrorism Center, part of the Office of the National Director of Intelligence, the TIDE Database shares information with the FBI’s watchlists. As of December 2013, it contained about 1.1 million people, about 25,000 of them U.S. citizens. Unlike the FBI’s database, TIDE is viewable only by counterterrorism professionals in the U.S. intelligence community and is not shared with local law enforcement.  Federal agencies propose people for inclusion on the TIDE database based on an evaluation of the threat they pose. Reasons someone may be added to the TIDE database include committing terrorist activity, preparing or planning a terrorist activity or providing support, such as funds or housing, for a terrorist organization.",2016-06-15,True
U.N.'s Guterres warns against 'sleepwalking' into war over North Korea,"TOKYO (Reuters) - U.N. Secretary-General Antonio Guterres, warning against the danger of  sleepwalking  into war, said on Thursday that Security Council resolutions on North Korea s nuclear and missile programs must be fully implemented by Pyongyang and other countries. Guterres made the comments to reporters after meeting with Japanese Prime Minister Shinzo Abe in Tokyo just days after U.S. Secretary of State Rex Tillerson offered to begin direct talks with North Korea without pre-conditions. The White House said Wednesday that no negotiations could be held with North Korea until it improves its behavior. The White House has declined to say whether President Donald Trump, who has taken a tougher rhetorical line toward Pyongyang, gave approval to Tillerson s overture.  It is very clear that the Security Council resolutions must be fully implemented first of all by North Korea but by all other countries whose role is crucial to ... achieve the result we all aim at, which is the denuclearisation of the Korean Peninsula,  Guterres said. Guterres added that Security Council unity was also vital  to allow for the possibility of diplomatic engagement  that would allow denuclearisation to take place.  The worst possible thing that could happen is for us all to sleepwalk into a war that might have very dramatic circumstances,  he said. Japan says now is the time to keep up maximum pressure on Pyongyang, not start talks on the North s missile and nuclear programs. China and Russia, however, have welcomed Tillerson s overture.  Abe, who spoke to reporters with Guterres, reiterated that dialogue needed to be meaningful and aimed at denuclearisation.  We fully agreed that the denuclearisation of the Korean peninsula is indispensable for the peace and stability of the region,  Abe said. Tillerson s overture came nearly two weeks after North Korea said it had successfully tested a breakthrough intercontinental ballistic missile (ICBM) that put the entire United States mainland within range. In September, North Korea fired a ballistic missile over the northern Japanese island of Hokkaido,  the second to fly over Japan in less than a month. North Korea appears to have little interest in negotiations with the United States until it has developed the ability to hit the U.S. mainland with a nuclear-tipped missile, something most experts say it has still not proved. United Nations political affairs chief Jeffrey Feltman, who visited Pyongyang last week, said on Tuesday senior North Korean officials did not offer any type of commitment to talks, but he believes he left  the door ajar .",2017-12-14,True
Philippines vows fair probe after Vietnamese fishermen killed,"MANILA (Reuters) - The Philippines has assured Vietnam of a fair and thorough  investigation into the deaths of two of its fishermen during a sea chase incident at the weekend, during which warning shots were fired by a navy ship.  Two crew died and five were arrested on Saturday about 30 miles (48 km) off Pangasinan, northwest of Manila, after the navy corvette encountered Vietnamese vessels deep in the Philippines  200 nautical mile exclusive economic zone, according to its foreign ministry. Foreign Secretary Alan Peter Cayetano made the assurance to his Vietnamese counterpart in New York on the sidelines of the United Nations General Assembly.  We would like to offer our sympathies over the unfortunate loss of life and give you our assurance that we will conduct a fair and thorough investigation into this matter,  Philippine Foreign Ministry spokesman Robespierre Bolivar told reporters on Monday, quoting Cayetano. The Philippines and Vietnam have been close diplomatic allies when it comes to the South China Sea, most of which is claimed by China. Malaysia, Brunei and Taiwan also have claims. On Monday, Vietnam s foreign ministry said it had received information from the Philippines and was investigating. Vietnam protested violence against fishermen of any kind, it added, asking the Philippines to notify it soon of the official results and to take serious measures if there were violations by Philippine authorities, the statement said. The Philippines assured Vietnam the detained fishermen would be well treated. According to the initial Philippine investigation, the navy ship spotted the six Vietnamese vessels by their bright fishing lights. The boats sped away and the navy gave chase, but the corvette was then rammed by one fishing boat, the navy said, prompting sailors to fire warning shots. When the Vietnamese boat was caught, the crew surrendered and two fishermen were found dead. Investigators noticed bullet holes in the boat s stockroom, but did not say if they were from the navy s guns.",2017-09-25,True
Some Republicans see attacking Obamacare through regulation,"WASHINGTON (Reuters) - Congressional Republicans are looking for the quickest ways to tear down Obamacare following Donald Trump’s election as U.S. president, including rapidly confirming a new health secretary who could recast regulations while waiting for lawmakers to pass sweeping repeal legislation. Trump’s victory on Tuesday means Republicans will control the White House, Senate and House of Representatives. But congressional Democrats are expected to put up a huge fight against Republican efforts to repeal the 2010 law considered President Barack Obama’s signature domestic policy achievement. The Affordable Care Act, dubbed Obamacare, has provided 25 million previously uninsured Americans with health coverage. Republicans have launched repeated legal and legislative efforts to dismantle the law, which they call a government overreach. Wyoming Senator John Barrasso, a member of Senate Republican leadership, said one way for the incoming president and Congress to attack Obamacare immediately after Trump takes office on Jan. 20 would be to quickly confirm a new secretary of Health and Human Services, the official who writes the rules and regulations that enforce the law. “We could confirm someone on Jan. 20 who could come in immediately and could be working right now on rewriting rules and regulations to give more freedom and choice to the states, to insurance companies and to businesses that are trying to provide affordable care to their workers,” Barrasso said in a telephone interview. Barrasso noted that the Senate needs only a simple majority vote in the 100-seat chamber to confirm Cabinet members, as opposed to 60 votes to overcome procedural hurdles the Democrats could present to repeal legislation. Passing repeal legislation “is not a ‘Day One’ activity. But a new secretary of HHS going after the regulations can be a ‘Day One’ activity,” Barrasso added. Trump during the campaign called Obamacare “a disaster” and joined fellow Republicans in vowing to repeal and replace it with proposals like tax-free health savings accounts. His transition website says Trump wants a solution that “returns the historic role in regulating health insurance to the states.” In repealing Obamacare, congressional Republican may have to resort to a special procedure known as reconciliation to get around Democrats in the Senate, where rules protect the rights of the minority party. Republicans in Congress used reconciliation to try to undo large chunks of Obamacare in January, but Obama vetoed the legislation. The bill would have wiped out tax subsidies provided to help people afford insurance coverage, as well as tax penalties on people who do not obtain insurance as required by the law, and would have eliminated expansion of the Medicaid insurance health insurance program.  Republican Representative Chris Collins of New York, one of Trump’s earliest supporters on Capitol Hill, said he hopes Congress can pass a similar bill gutting Obamacare within Trump’s first 100 days in office, a promise Trump made during the presidential campaign. But some changes will doubtless be phased in over time, Collins said. “There’s nothing that we will be able to do or would want to do that would impact anyone’s health insurance plan for 2017,” Collins said in an interview. “From a replacement standpoint, our position has always been as Republicans to move forward in a step-by-step fashion,” Barrasso said. In an interview with the Wall Street Journal published on Friday, Trump said he was considering retaining parts of Obamacare including provisions letting parents keep adult children up to age 26 on their insurance policies and barring insurers from denying coverage to people with pre-existing medical conditions. While waiting for Congress to act on legislation, the new HHS secretary could be reworking Obamacare regulations, Barrasso said. For example, regulations could give U.S. states more flexibility under a provision that lets states seek waivers from key provisions of the law, such as exemptions from the so-called individual mandate requiring Americans to obtain insurance and the employer mandate to provide it. Kim Monk, an analyst at Capital Alpha Partners, which provides policy research to financial institutions, said Trump’s HHS might be able to tighten up the rules governing special enrollment periods for Obamacare. Insurers complain that these periods have allowed some people who initially skipped buying insurance to sign up after becoming ill. HHS might also be able to alter the language on “essential benefits” that the law requires insurance plans to cover, which include trips to the emergency room, maternity and newborn care, and mental health services, Monk said. “The law requires they have to cover 10 essential health benefit categories, but how that gets defined, a lot of that is interpretative,” Monk said. “And of course, everything the Obama administration interpreted was more, more, more, more expensive coverage, and all these things lead to premium increases.” Collins, a member of the Trump transition team’s executive committee, said the job of HHS secretary or surgeon general “would be great for Ben Carson,” referring to the neurosurgeon who ran unsuccessfully for the Republican presidential nomination and later endorsed Trump.",2016-11-12,True
Russian official: not worried about EU's moves on defense pact,"BERLIN (Reuters) - A senior Russia s foreign ministry official on Tuesday said he was not worried by the European Union s move to integrate European defenses, saying the initiative was  just words  and did not appear to be aimed at Moscow. Kirill Logvinov, head of the NATO section at the Russian foreign ministry, called at the annual Berlin Security Conference for renewed efforts to rebuild trust between European countries and Russia through dialogue and military cooperation. He said the trans-Atlantic NATO alliance had revived Cold War tensions through an enlargement that threatened Russia s national security. Moscow was open to resuming dialogue and rebuilding trust, he said, and remained committed to implementing the Minsk agreements aimed at ending violence in eastern Ukraine - as long as Kiev also made good its promises under the deal.  Just to sit down at a table would be an important step back toward building trust,  Logvinov told reporters. Asked whether Russia was concerned about an agreement by 23 EU members to cooperate on funding joint military projects and commands, he said Moscow welcomed any steps that would help unify Europe.  We are not trying to splinter any group. The better the groups work with each other in the Europe, the better it is for us. The faster they speak with a single voice, the better it is for our relationship with the EU,  he said. Logvinov said the EU s Permanent Structured Cooperation or PESCO, had been in the works for decades.  Of course, we are watching this development, but at this point, it s just words.  France, Germany and 21 other EU governments signed an agreement this month to fund, develop and deploy armed forces after Britain s decision to quit the bloc, a project that was first proposed in the 1950s and long resisted by Britain. Under the deal, to be signed by EU leaders in December, participating governments will for the first time legally bind themselves into joint projects as well as pledging to increase defense spending and contribute to rapid deployments. Its backers say that if successful, the formal club of 23 members will give the European Union a more coherent role in tackling international crises and end the kind of shortcomings seen in Libya in 2011, when European allies relied on the United States for air power and munitions. Rachel Ellehuus, principal director for European and NATO policy at the U.S. Defense Department, told the conference that the United States welcomed the deal, lauding Europe s transparent approach to the new initiative. Unlike past attempts, the U.S.-led NATO alliance backs the project, aiming to benefit from stronger militaries. Many governments say Russia s seizure of Ukraine s Crimea in 2014 was a turning-point for European defense integration, after years of defense spending cuts that left Europe without vital capabilities. But German Defence Minister Ursula von der Leyen said PESCO was more about making Europe work more efficiently together to deal with humanitarian crises and was not related to fraying relations with Russia.",2017-11-28,True
"France discusses increased pressure on North Korea with Trump, Abe","PARIS (Reuters) - France s Emmanuel Macron discussed increased pressure and sanctions on North Korea on the telephone with U.S. President Donald Trump and Japan s Prime Minister Shinzo Abe on Saturday, the French president s office said. The three leaders stressed the need for a  united and firm  reaction from the international community toward Pyongyang, Macron s office said. South Korea was bracing on Saturday for a possible further missile test by North Korea as it marked its founding anniversary, just days after its sixth and largest nuclear test. The French presidency said North Korea s  repeated provocations  were a  threat to peace and international security . It also said Macron had expressed France s  solidarity  with Japan. Tension on the Korean peninsula has escalated as North Korea s leader, Kim Jong Un, has stepped up the development of weapons, testing a string of missiles this year, including one flying over Japan. Experts believe the Pyongyang government is close to its goal of developing a powerful nuclear weapon capable of reaching the United States, something U.S. President Trump has vowed to prevent.",2017-09-09,True
